run_id,architecture,tokens_seen,logged_points,router_load_cv_mean,router_load_cv_max,router_load_cv_final,cv_threshold,stability_start_tokens,stability_logged_points,cv_threshold_exceedances,cv_threshold_exceedance_fraction,longest_consecutive_cv_exceedance,router_entropy_min,router_entropy_final,router_z_loss_max,nonfinite_diagnostic_values,validation_points,validation_bpc_regressions,initial_validation_bpc,final_validation_bpc,persistent_expert_collapse
U_M1_SWITCH_200M,switch,200000512,152,0.22320989166435395,0.529137849807739,0.257709383964538,0.5,20000051,137,1,0.0072992700729927005,1,1.151327610015869,1.169250845909118,20.271434783935547,0,21,0,1.230333527389825,1.199293941742932,False
U_M2_STANDARD_MOE_200M,standard_moe,200000512,152,0.1471841905241533,0.7707298398017881,0.04265696555376,0.5,20000051,137,0,0.0,0,1.789312362670898,2.077677965164184,3.684314250946045,0,21,1,1.230334587924532,1.202603332124675,False
