alpha_neural,variant,seed,accuracy,balanced_accuracy,macro_f1_13,regional_macro_f1,weighted_f1,mcc,ece_15,brier,worst_present_dialect_f1,examples
0.15000000000000002,M1,2903,0.8637429185387772,0.780725613481295,0.7957467410724348,0.7858407719962157,0.8626056455637084,0.8428406715646308,0.02081811461936741,0.19438694324829908,0.425531914893617,10238.0
0.15000000000000002,M1,4307,0.8644266458292635,0.7824676178572806,0.7977779873129165,0.7880669544188367,0.8634026524831085,0.8436181215012023,0.02149868649207372,0.19508351696254417,0.4397163120567376,10238.0
0.17500000000000002,M0,1701,0.8646219964836882,0.7805508951281647,0.7958939432593906,0.7859551597483477,0.8635145287103426,0.8438406371108641,0.024906975951402375,0.19360026583316406,0.4195804195804196,10238.0
0.17500000000000002,M0,2903,0.8667708536823598,0.7841829197761414,0.7989783709110786,0.7891695178949675,0.8655321372184098,0.8463261561248137,0.026477304405100557,0.1927438520189555,0.43478260869565216,10238.0
0.17500000000000002,M0,4307,0.8657941004102364,0.7788242240270217,0.7953424104937838,0.7852500001136002,0.8643646949455348,0.8451496688751586,0.0239584580038077,0.19261261292260803,0.4148148148148148,10238.0
0.17500000000000002,M1,1701,0.8663801523735104,0.783427607256846,0.7974866671227494,0.78768061060032,0.8652239027189046,0.8458782359336918,0.025169382016969586,0.192482610364768,0.4225352112676056,10238.0
0.17500000000000002,M1,2903,0.865696425083024,0.7822233216401558,0.7974334145690308,0.787560196529128,0.8645244719844261,0.8450868628469647,0.02415078879940404,0.19255054183015854,0.425531914893617,10238.0
0.17500000000000002,M1,4307,0.8663801523735104,0.7840272349893932,0.7993301830975231,0.7896375437350099,0.8653100736206848,0.8458665618030096,0.02468303647474889,0.1933280657809572,0.4397163120567376,10238.0
0.2,M0,1701,0.865403399101387,0.7812556883336067,0.7966259828565458,0.7866345451112297,0.864272747191313,0.8447425511378175,0.027739037860651544,0.19205125369407075,0.4195804195804196,10238.0
0.2,M0,2903,0.867356905645634,0.7831703006561648,0.7975997551346755,0.7875683748440507,0.8660614943378385,0.8470017565777976,0.02868237987170989,0.19108855055010845,0.4233576642335766,10238.0
0.2,M0,4307,0.867649931627271,0.7813008573770778,0.7975304918456882,0.7874739318140315,0.8662802653590165,0.8473041049830453,0.02667076186930081,0.19092522772754014,0.4117647058823529,10238.0
0.2,M1,1701,0.8669662043367845,0.7849439522605757,0.7990720635622757,0.7892740089840512,0.8658074537581918,0.8465478666039006,0.026214780198259294,0.1907852653367322,0.4397163120567376,10238.0
0.2,M1,2903,0.8668685290095722,0.7823529169890558,0.7977942634151115,0.7877578810154179,0.8655904302064715,0.846441878772085,0.02708394045048307,0.19087534265262232,0.42028985507246375,10238.0
