dialect,rows,chrfpp,sacrebleu,ter,cer,wer,exact_match,number_preservation
BAR,608,42.48160780257022,15.164331045619237,59.00592795257638,0.3609467455621302,0.6076190476190476,0.09210526315789473,
CHI,2096,25.31925635159164,6.5812174238852865,85.39859562164395,0.5448926222363103,0.870777027027027,0.06393129770992366,
MYM,1384,40.73857462192337,3.0382173740806713,70.55771725032426,0.4474783415841584,0.7051448335495029,0.24855491329479767,
NOA,1400,41.97155129387674,7.184561863867448,69.71770744225833,0.29524393045875774,0.6971770744225834,0.175,
SYL,2104,42.750322859675826,11.041595205735625,62.82711724706367,0.33208643400055715,0.6384097602019352,0.21292775665399238,
