dialect,rows,chrfpp,sacrebleu,ter,cer,wer,exact_match,number_preservation
RAJ,1387,48.64233278232496,4.912457433371705,59.00216919739696,0.3574412128712871,0.5891540130151843,0.2883922134102379,
