variant,seed,epoch,selected,accuracy,balanced_accuracy,macro_f1_13,regional_macro_f1,weighted_f1,mcc,ece_15,brier,worst_present_dialect_f1,examples
M0,1701,11,False,0.8442078530963079,0.7508865750192731,0.7650797456624413,0.7524850885435631,0.842635478283993,0.8202320551541905,0.10829993442041522,0.25719042275411097,0.4024390243902439,10238.0
M0,2903,1,False,0.8051377222113694,0.6976962605487985,0.7065082853901354,0.6889935522665693,0.8020653738990355,0.775378692940311,0.02304946993897731,0.2706540899507853,0.3333333333333333,10238.0
M0,2903,2,False,0.8308263332682164,0.7396912735794865,0.7478581522040036,0.7333936907861139,0.8297019914842628,0.8051110381698393,0.031018720288066178,0.23724197436355907,0.3835616438356164,10238.0
M0,2903,3,False,0.8343426450478609,0.7453028535341562,0.7524328310839696,0.7387696577496001,0.8339016215950501,0.8090708741864279,0.058394718394891465,0.2420228956127254,0.3803680981595092,10238.0
M0,2903,4,False,0.8354170736471968,0.7444868103088146,0.7557817139476766,0.7420139235597137,0.8331122535779255,0.8101715333859113,0.06622932830792343,0.24119942924460339,0.4805194805194805,10238.0
M0,2903,5,False,0.8361984762648955,0.7540716785393157,0.7497450211784977,0.7356714304192747,0.8350986623192752,0.8114573244089672,0.0866935604873591,0.24988235192871794,0.4172661870503597,10238.0
M0,2903,6,True,0.8426450478609103,0.7594082582285577,0.7647567305028736,0.751882575530527,0.8412487264161564,0.8185005543930307,0.08822589922164377,0.24465902042771692,0.4189189189189189,10238.0
M0,2903,7,False,0.8409845672983004,0.75255674799139,0.7612008941556344,0.7480636693503722,0.839839003601678,0.816612397108499,0.09313538762089288,0.2522274889394154,0.44285714285714284,10238.0
M0,2903,8,False,0.8417659699159992,0.7708402466835442,0.7600142311312106,0.746563558703529,0.8419484353001354,0.8178161171540295,0.09812904760448185,0.2521452276958445,0.47674418604651164,10238.0
M0,2903,9,False,0.8394217620629029,0.7566726964926698,0.7575685844481294,0.7439062369146328,0.8381170437043729,0.8150939757170181,0.10320288808603362,0.25929338949289615,0.42857142857142855,10238.0
M0,2903,10,False,0.8411799179527252,0.7553635246101672,0.7593511658847311,0.7461798672454628,0.8402431762289505,0.8170501247645783,0.10649808669001776,0.25980599224705314,0.39285714285714285,10238.0
M0,4307,1,False,0.8028911896854855,0.6685867048381456,0.69619594697473,0.6782799003269632,0.8002031661998538,0.7725897211211961,0.019079082191549336,0.2694949283680092,0.23529411764705882,10238.0
M0,4307,2,False,0.8268216448525103,0.7207163808729528,0.7370113735366105,0.7220596948932991,0.8248557060566148,0.8001516464237755,0.03193526131248863,0.24423633986639173,0.43283582089552236,10238.0
M0,4307,3,False,0.8330728657941004,0.7531549176124527,0.7537812924338969,0.7398602111556346,0.8331869757232557,0.8081159377490533,0.048541900835178876,0.23870912481083417,0.40993788819875776,10238.0
M0,4307,4,False,0.835221722992772,0.7476067063423053,0.756460872953165,0.7430019547895048,0.8341089190498037,0.810172293761556,0.07376418413652949,0.24266419805680275,0.3815789473684211,10238.0
M0,4307,5,False,0.83180308654034,0.7346432883179604,0.744556824688739,0.7300901080818524,0.8308314354774533,0.8062535717917824,0.08774394916472755,0.25286755840977226,0.37410071942446044,10238.0
M0,4307,6,False,0.837175229537019,0.7597349468881062,0.7574062236596225,0.7438501734343378,0.8370411412638028,0.8123507299983485,0.09767985786688843,0.25770025370128613,0.4397905759162304,10238.0
M0,4307,7,False,0.8367845282281695,0.7386307094804494,0.7572501268781716,0.7444790974470394,0.8352059009780196,0.8115953819683658,0.09887507123118333,0.25461879840717194,0.40875912408759124,10238.0
M0,4307,8,False,0.8406915413166635,0.7586991499738664,0.7658670837808046,0.7528249709413434,0.8395945069299989,0.8162236448562527,0.0978601860156468,0.25368743351350787,0.4779874213836478,10238.0
M0,4307,9,False,0.8442078530963079,0.7559528132737938,0.7627358737223595,0.7496000685952193,0.8439213811168421,0.8205997107004834,0.09551554925857657,0.2494603121278875,0.35555555555555557,10238.0
M0,4307,10,False,0.8477241648759524,0.7495113152303362,0.7682292383807248,0.755529921869227,0.8458734336327375,0.8242984936961664,0.10439915954484494,0.24974288569553674,0.4297520661157025,10238.0
M0,4307,11,False,0.8460636843133424,0.7607835597216476,0.7645263766550902,0.7517960809422665,0.8451417254243156,0.8225263432239325,0.10611937085901951,0.2541807062723506,0.4,10238.0
M0,4307,12,False,0.8491892947841375,0.7611370577809768,0.7730589053439629,0.7611138640121569,0.8478745656093029,0.8259587021426821,0.11071235952747126,0.25293227708144467,0.44171779141104295,10238.0
M0,4307,13,False,0.8467474116038288,0.764434153260699,0.7752338762391169,0.7629306219109769,0.846051067477546,0.82336299265258,0.1110404205435211,0.25934641451059864,0.4714285714285714,10238.0
M0,4307,14,True,0.8496776714201992,0.7576934775378075,0.7769313708041536,0.765155735561942,0.8475797331171576,0.8264150360378929,0.1130520739891167,0.2565678170363846,0.41379310344827586,10238.0
M0,4307,15,False,0.8446962297323696,0.7545406147439143,0.7647168355944916,0.7520921322857629,0.8433663468191429,0.8210010252749029,0.12211342094803393,0.2680286508304267,0.3609022556390977,10238.0
M0,4307,16,False,0.8528032818909943,0.7651734391852931,0.7785637142543661,0.7663975918198814,0.8515544104586612,0.8302913326238691,0.11682656494393714,0.2592187321518685,0.4172661870503597,10238.0
M0,4307,17,False,0.8523149052549326,0.7618732970865616,0.7777015980735933,0.7659559033219733,0.8507356845766226,0.8295483128749261,0.11951237542452485,0.26086116583745644,0.4342105263157895,10238.0
M0,4307,18,False,0.8491892947841375,0.7655993705103997,0.7772373104574558,0.7651627491204582,0.848852596971238,0.8262204339491944,0.12455522179789881,0.2667908358208037,0.47126436781609193,10238.0
M0,4307,19,False,0.8488962688025005,0.7619182769491059,0.7707054987123781,0.7581436665588862,0.8472865774647902,0.825830747547047,0.12719468867017275,0.27069227468486984,0.45390070921985815,10238.0
M0,4307,20,False,0.8510451260011721,0.7647819571431385,0.7772773949055899,0.7652837138759185,0.8499959133491202,0.8282201903521949,0.12714277374357838,0.26982954279349075,0.4585987261146497,10238.0
M1,1701,1,False,0.7957608907989842,0.6914599228108165,0.697435681341785,0.6799229913702317,0.7943086564183223,0.7654201015252986,0.012220441672130794,0.28005782021923076,0.3170731707317073,10238.0
M1,1701,2,False,0.8141238523149052,0.7071674573037043,0.7164746895827445,0.6997226708430232,0.8124379332594958,0.7864132150782619,0.0321337389780642,0.25839400476158086,0.4142857142857143,10238.0
M1,1701,3,False,0.8038679429576089,0.6909785328754467,0.7170393086160682,0.7030765927471276,0.8022703202222476,0.7746214294267726,0.0528526304813306,0.2761861103536211,0.3464566929133858,10238.0
M1,1701,4,False,0.8192029693299473,0.7012065590800638,0.7264692336508923,0.7121401710374259,0.8155161208149279,0.7913695438327328,0.0355176309425283,0.25393527211806566,0.41935483870967744,10238.0
M1,1701,5,False,0.8179331900761867,0.691185380798237,0.7116823729809482,0.6954802079694495,0.8142966746050653,0.7898322738026954,0.03764253205172741,0.25549456648542845,0.22429906542056074,10238.0
M1,1701,6,False,0.8392264114084782,0.7277139578776654,0.750909659155666,0.7368313093786,0.8374982599051861,0.8145458674037033,0.039726834250080965,0.22909903993871406,0.4,10238.0
M1,1701,7,False,0.8413752686071498,0.7475903618456404,0.7443858896951749,0.7298385025471797,0.8408789303072225,0.8176647420313489,0.06676526379890332,0.23664884225728933,0.3333333333333333,10238.0
M1,1701,8,False,0.8433287751513967,0.7593350869984044,0.7618441824255954,0.7489930654756427,0.8436023066420222,0.8196022030868481,0.07085202929213957,0.2353019392681202,0.3850267379679144,10238.0
M1,1701,9,False,0.8488962688025005,0.768598508951492,0.7653844233031324,0.7524273281436109,0.8480338861533635,0.8259031664949558,0.07762063699271396,0.2337646573332963,0.40476190476190477,10238.0
M1,1701,10,False,0.8404961906622387,0.7389287149832028,0.7520868716063022,0.7384023200800672,0.8390386097563619,0.8162038289746572,0.09469337606685059,0.24874411265928065,0.36507936507936506,10238.0
M1,1701,11,False,0.8358077749560461,0.7355150920803293,0.7516766031235877,0.7380267665178271,0.8333962007658905,0.8102756983225062,0.1005084868866174,0.2640678135489463,0.4120603015075377,10238.0
M1,1701,12,False,0.8446962297323696,0.7557132573246258,0.7625387337464768,0.7495887524604011,0.8434744710137065,0.8210570868402477,0.10186100938772405,0.25327200180188103,0.4189189189189189,10238.0
M1,1701,13,False,0.8445985544051573,0.7568351096369763,0.7727970715059228,0.7609044530254526,0.8438508221238362,0.8208725850256249,0.1143226787829264,0.2606753691293862,0.47297297297297297,10238.0
M1,1701,14,False,0.8523149052549326,0.7732000973634882,0.7737643686306529,0.7613244746943476,0.8519564219958485,0.8298443500107877,0.11092076515209451,0.25374775040423436,0.4685714285714286,10238.0
M1,1701,15,True,0.853291658527056,0.7719916151395828,0.7788322766742943,0.7669714809199738,0.8523188826462419,0.8308872415334478,0.11749725197180803,0.26090388558917943,0.45161290322580644,10238.0
M1,1701,16,False,0.8452822816956437,0.7499999252613903,0.7649920659631293,0.7520659584954679,0.844186532320918,0.821618862594293,0.12649110549943338,0.26987309708286167,0.42105263157894735,10238.0
M1,1701,17,False,0.8499706974018363,0.7620559464212525,0.7708872008374086,0.7582585559716493,0.8491226644491142,0.8271879865908359,0.12584747701976465,0.2718179127650996,0.4266666666666667,10238.0
M1,1701,18,False,0.849579996092987,0.7582971433541161,0.773936567979538,0.7618050018682121,0.8481206691408677,0.8264160950151686,0.12957571423607986,0.2722046222139049,0.4264705882352941,10238.0
M1,1701,19,False,0.8503613987106857,0.770199858028876,0.7760817103992045,0.7638773815133586,0.8503122893436814,0.8276636152635619,0.13089665243357373,0.2756928337445068,0.4155844155844156,10238.0
M1,2903,1,False,0.8060168001562805,0.6829086831629129,0.7001971405983018,0.6827144640763736,0.8004546255985369,0.7759712749788048,0.011023332706348195,0.27064172981756135,0.2857142857142857,10238.0
M1,2903,2,False,0.8183238913850361,0.7021965256667523,0.7122451479662923,0.6954985549926329,0.817952753781817,0.7916367035468432,0.01019630117717021,0.2514145922487062,0.1276595744680851,10238.0
M1,2903,3,False,0.8001562805235397,0.667175125500554,0.7046518998905071,0.6876516503591823,0.7982554511338278,0.7707503851475092,0.02610250948567154,0.2773520502466101,0.33043478260869563,10238.0
M1,2903,4,False,0.827310021488572,0.7360795330779324,0.7445887307886754,0.7303722499470565,0.8248348553847615,0.8012372870235888,0.02903818900923079,0.24359142875757187,0.4444444444444444,10238.0
M1,2903,5,False,0.835221722992772,0.7347946682763205,0.751318105017859,0.7378765197764658,0.8338397563207626,0.810202329596659,0.050586854652935616,0.24016154092674108,0.38271604938271603,10238.0
M1,2903,6,False,0.832682164485251,0.7454193265705622,0.7513691858931678,0.7391518885345018,0.8320035935753505,0.8074209875389423,0.059255818064079174,0.2470125325296054,0.40718562874251496,10238.0
M1,2903,7,False,0.8390310607540535,0.7338303256649782,0.7505282279265663,0.7368307242776989,0.8383194834110005,0.8145829712977283,0.07401652748107582,0.24289076846958757,0.32786885245901637,10238.0
M1,2903,8,False,0.8407892166438757,0.760805298928854,0.7577405340335777,0.7442970483874741,0.8409071943692108,0.8168007178278202,0.07636703616603094,0.23833771145788454,0.3973509933774834,10238.0
M1,2903,9,False,0.8321937878491893,0.7505154857826659,0.7506858200786244,0.7373434772528838,0.83086777961651,0.8069231357902821,0.10246828490546915,0.26846965349384416,0.42391304347826086,10238.0
M1,2903,10,False,0.8399101386989647,0.7622988480979893,0.7560554581437133,0.7428510986539624,0.8401107468562324,0.8155786138454449,0.1011240059019742,0.2569953963235305,0.38461538461538464,10238.0
M1,2903,11,False,0.8409845672983004,0.7452988774171299,0.7511835154507891,0.7370984342478014,0.8399896753703172,0.8167757986878309,0.11124798909344918,0.2627522027136042,0.4161073825503356,10238.0
M1,2903,12,False,0.8461613596405548,0.7635237361410575,0.7717951867359758,0.7599021873550303,0.8449377156948404,0.8226519140850362,0.10612324045683211,0.2537286328227132,0.4528301886792453,10238.0
M1,2903,13,False,0.8426450478609103,0.7459062901659703,0.7617735168611315,0.7494508839222966,0.8409149746784653,0.818416931408076,0.11054700419734664,0.26082485007763156,0.33783783783783783,10238.0
M1,2903,14,False,0.8466497362766165,0.7499908580242292,0.7618836526005922,0.7491088363770034,0.8444737443511049,0.8230697182948092,0.11708063095324815,0.2638118426012412,0.40875912408759124,10238.0
M1,2903,15,False,0.8338542684117992,0.7004393420224848,0.7284823923622408,0.7125225917257608,0.8285931180162356,0.8082848349303483,0.13795384168217345,0.2973976288177827,0.2777777777777778,10238.0
M1,2903,16,True,0.8497753467474116,0.7668403339461165,0.7796153843033805,0.7678318337997753,0.8493257628254359,0.8270111877480714,0.11970326545462522,0.2631108547378449,0.5095541401273885,10238.0
M1,2903,17,False,0.8460636843133424,0.7566948315529554,0.7724743363596992,0.760574151190962,0.8450352967459077,0.8223547415506851,0.12760972637849807,0.2733523131852293,0.4785276073619632,10238.0
M1,2903,18,False,0.8467474116038288,0.7552822390118867,0.770695240169853,0.7585430319231379,0.8450205585157535,0.8230959950393824,0.1261240416138194,0.2719976166180396,0.4225352112676056,10238.0
M1,2903,19,False,0.8456729830044931,0.7536482272982196,0.7678118952871567,0.7553473457711272,0.8448994857054523,0.8220901552976547,0.12945209498586166,0.27470113692886544,0.4084507042253521,10238.0
M1,2903,20,False,0.8455753076772807,0.7541286579201272,0.7696026531863573,0.7573953771687268,0.8431591812481863,0.8217070051058423,0.13381708114553317,0.2813203268789211,0.4563758389261745,10238.0
M1,4307,1,False,0.7921469036921274,0.6433318699075874,0.678700828444646,0.6611585605920814,0.7890748134856577,0.7603864497376898,0.009932811404548391,0.28632141765412317,0.26666666666666666,10238.0
M1,4307,2,False,0.8197890212932213,0.6954849377515571,0.7252495196062435,0.7105720610611029,0.8171829815110551,0.7924785841373756,0.03575547529276424,0.2512487867707937,0.2549019607843137,10238.0
M1,4307,3,False,0.7796444618089471,0.682379146392442,0.6922623169212242,0.6747574012107408,0.7912892561089219,0.7532925393321749,0.07714064142001421,0.31195852739021307,0.3258426966292135,10238.0
M1,4307,4,False,0.8245751123266263,0.7195630601076751,0.7325112124153416,0.7181038494470736,0.8225474706538554,0.7975340486044469,0.028602396469315065,0.2483682782656907,0.36129032258064514,10238.0
M1,4307,5,False,0.8242820863449892,0.7367233103235787,0.7358865556888232,0.7217124700264957,0.8217797140900217,0.7977008688671069,0.05165725137327398,0.24918717506429552,0.4533333333333333,10238.0
M1,4307,6,False,0.8172494627857003,0.7317713726382796,0.7261999935838094,0.7113074335253172,0.8179175400783161,0.7901211868149272,0.05183215540329634,0.26504113239746846,0.37383177570093457,10238.0
M1,4307,7,False,0.8294588786872436,0.715524593418863,0.7437228106761103,0.729699133614623,0.8269565189141759,0.8031280651748767,0.04468886959882287,0.24517041626478356,0.3275862068965517,10238.0
M1,4307,8,False,0.8212541512014065,0.7229016301853144,0.739277144939024,0.7255144109525132,0.8212135907299873,0.7947630111142141,0.03269827519864586,0.2541681992047519,0.391304347826087,10238.0
M1,4307,9,False,0.8427427231881227,0.7452069534969433,0.7531473491709892,0.7393507704597139,0.8409669186869909,0.8186022073040721,0.08002701578405272,0.24023248300188307,0.30985915492957744,10238.0
M1,4307,10,False,0.8393240867356906,0.7404345039158767,0.7566013331924724,0.7429766167823858,0.8370466223559374,0.8145711403715429,0.0866852528920489,0.24677889463213182,0.3916083916083916,10238.0
M1,4307,11,False,0.8426450478609103,0.7530977443873588,0.7603349197794164,0.7468387445535823,0.8421427680966068,0.8187679490042623,0.08352650425895908,0.2446428462477048,0.3707865168539326,10238.0
M1,4307,12,True,0.8455753076772807,0.7663008835634767,0.7705736707987655,0.7586434247222485,0.8454237930890087,0.8220023186957887,0.10615194521365534,0.252759414105071,0.4228571428571429,10238.0
M1,4307,13,False,0.8453799570228561,0.758714622087338,0.7652542634777247,0.7525509802698824,0.8443171032891973,0.822005049987664,0.11168035011921208,0.260818794694499,0.4171779141104294,10238.0
M1,4307,14,False,0.8398124633717523,0.7357422411485529,0.7502177683296913,0.7363696471418201,0.8376566940423787,0.8150668773560497,0.1259208283525213,0.2753043546278698,0.32061068702290074,10238.0
M1,4307,15,False,0.8425473725336979,0.7589418812549782,0.7578361569385088,0.7447881352790978,0.8431571348621774,0.8188527117151746,0.11823607413132785,0.2697199512347596,0.3553299492385787,10238.0
M1,4307,16,False,0.8454776323500683,0.7611547419098011,0.7630533289766525,0.7503160954408697,0.8444830498137451,0.8219746179301125,0.1233661995429642,0.270426868185293,0.38372093023255816,10238.0
M2,1701,1,False,0.8052353975385818,0.7006839167898763,0.7104285359049325,0.6934799210975339,0.8034587658161111,0.7757486848640504,0.015604820889137875,0.26672673695011007,0.35443037974683544,10238.0
M2,1701,2,False,0.8319007618675522,0.7296380133786435,0.7445863006156617,0.7303717810146173,0.8298632155729238,0.8059143511370251,0.03179460937860632,0.23499644598589672,0.41509433962264153,10238.0
M2,1701,3,False,0.8415706192615745,0.7464828489831371,0.7604039934960741,0.7468646748712916,0.8396275114655557,0.8171935237201894,0.0466867125411009,0.2332927628550027,0.4460431654676259,10238.0
M2,1701,4,False,0.8325844891580387,0.7431924407564641,0.7493764348905931,0.7350417545414459,0.8314135314493233,0.8070083864733585,0.07610505524441286,0.24782880932345727,0.43356643356643354,10238.0
M2,1701,5,False,0.8380543074819301,0.7458679541490787,0.7502340808583169,0.7363939871525588,0.8377560347474536,0.813575431378074,0.0830697166480737,0.2452807799151294,0.373134328358209,10238.0
M2,1701,6,False,0.8373705801914436,0.7496690208716507,0.7578359406072305,0.7446138895153448,0.8358352922192611,0.8126419863372362,0.08594496244272459,0.2498882040053423,0.43283582089552236,10238.0
M2,1701,7,False,0.8421566712248486,0.7584373746150767,0.7628315535270416,0.7492300746154322,0.8423703605367979,0.818225719569758,0.09677356449822747,0.2513007009613472,0.4539877300613497,10238.0
M2,1701,8,True,0.8403985153350264,0.7582581148370472,0.7657143404371397,0.7533386836217163,0.8395586215982325,0.8159730033043707,0.0964764762065051,0.254029781388243,0.4385026737967914,10238.0
M2,1701,9,False,0.8419613205704239,0.7606103523213019,0.7618316808821759,0.7487550389838803,0.8415849570336515,0.8179669725957681,0.10488936216262063,0.25771316263586214,0.4503311258278146,10238.0
M2,1701,10,False,0.8424496972064857,0.7492126691577448,0.7645988739242733,0.7518067476175695,0.8415191423217605,0.8183958724419026,0.10801150218237424,0.25900214017146195,0.4177215189873418,10238.0
M2,1701,11,False,0.8434264504786091,0.7541756037335463,0.7608034724112525,0.7476635118515101,0.8418329199808731,0.8193025655472854,0.11208315354919829,0.2622092658295497,0.39751552795031053,10238.0
M2,1701,12,False,0.8460636843133424,0.7533464732517167,0.7646132882851842,0.7512825945845417,0.8451059936621648,0.8225838922501364,0.1120068245167308,0.2616210941575624,0.40559440559440557,10238.0
