global_step,microbatch,tokens_seen,loss,lm_loss,mtp_loss,gradient_norm,lr_scale,interval_tokens_per_second,overall_tokens_per_second,peak_memory_gib,model,phase,tokens_millions,smoothed_lm_loss,bank_constraint_strength,router_load_cv,router_entropy,router_z_loss
240,7680,31457280,3.389589309692383,3.108839988708496,5.614989280700684,0.11033388227224301,0.9469874079299001,25171.262131408977,24048.33333235808,5.086769104003906,M0 dense,continuation,31.45728,3.3948285579681396,,,,
250,8000,32768000,3.450974702835083,3.163347244262695,5.752552509307861,0.109560720622539,0.9425382429112301,25181.277306370383,24091.690204066195,5.086769104003906,M0 dense,continuation,32.768,3.303176164627075,,,,
260,8320,34078720,3.588651657104492,3.297672748565674,5.819578647613525,0.110070556402206,0.9379224964291181,24659.88847236174,24113.059379540893,5.086769104003906,M0 dense,continuation,34.07872,3.282172966003418,,,,
270,8640,35389440,3.877568244934082,3.573608160018921,6.079204559326172,0.111039139330387,0.933142127268008,24728.869168861223,24135.31971083525,5.086769104003906,M0 dense,continuation,35.38944,3.249790334701538,,,,
280,8960,36700160,3.928540468215942,3.630340576171875,5.963997840881348,0.11029814928770001,0.9281991640732751,17093.418699569185,23785.36426141917,5.086769104003906,M0 dense,continuation,36.70016,3.354761743545532,,,,
290,9280,38010880,3.996033191680908,3.691967010498047,6.081329822540283,0.11378736793994901,0.9230957044903271,18895.381922045024,23574.983983452916,5.086769104003906,M0 dense,continuation,38.01088,3.4713871479034424,,,,
300,9600,39321600,3.795058012008667,3.491483449935913,6.071492195129394,0.11159767955541601,0.9178339142744271,16838.542463068254,23264.74026212826,5.086769104003906,M0 dense,continuation,39.3216,3.537014389038086,,,,
310,9920,40632320,4.191074371337891,3.878820896148681,6.245073318481445,0.10925931483507101,0.9124160263716141,13327.929433613612,22718.35432584566,5.086769104003906,M0 dense,continuation,40.63232,3.6532440185546875,,,,
320,10240,41943040,3.4757907390594482,3.189863681793213,5.718542098999023,0.110518656671047,0.906844339971106,18290.801865108646,22547.791258465462,5.086769104003906,M0 dense,continuation,41.94304,3.576495122909546,,,,
330,10560,43253760,3.6486964225769043,3.354037761688232,5.8931803703308105,0.11164343357086101,0.9011212195295931,20129.151275429544,22465.990487836556,5.086769104003906,M0 dense,continuation,43.25376,3.521234560012817,,,,
340,10880,44564480,4.230748176574707,3.920789241790771,6.199173450469971,0.11305691301822601,0.895249093767831,24173.5431973093,22512.762243822486,5.086769104003906,M0 dense,continuation,44.56448,3.566999006271362,,,,
350,11200,45875200,3.887287139892578,3.581835031509399,6.109040260314941,0.112082675099372,0.8892304546399701,19165.75660079553,22400.991107700385,5.086769104003906,M0 dense,continuation,45.8752,3.5850693225860595,,,,
360,11520,47185920,3.917320966720581,3.616227626800537,6.021865844726562,0.110862299799919,0.8830678562760381,22645.67375462382,22407.716428771408,5.086769104003906,M0 dense,continuation,47.18592,3.5325506687164308,,,,
370,11840,48496640,3.470428943634033,3.183192253112793,5.744736194610596,0.11117548495531,0.8767639138980501,24354.379878810345,22456.228396598042,5.086769104003906,M0 dense,continuation,48.49664,3.5312163829803467,,,,
380,12160,49807360,3.892052173614502,3.593672037124634,5.967601776123047,0.110541231930255,0.870321302710182,16267.18203671428,22233.621801682028,5.086769104003906,M0 dense,continuation,49.80736,3.579143238067627,,,,
390,12480,51118080,3.648589611053467,3.359371662139892,5.784361839294434,0.110160745680332,0.8637427567634951,11093.046990022027,21675.45956049815,5.086769104003906,M0 dense,continuation,51.11808,3.466859722137451,,,,
400,12800,52428800,4.154384613037109,3.844552040100097,6.196653366088867,0.11241391301155002,0.85703106779569,13974.54205322897,21380.90150257536,5.086769104003906,M0 dense,continuation,52.4288,3.5194031238555907,,,,
410,13120,53739520,4.012434482574463,3.707446575164795,6.099756717681885,0.11002183705568301,0.8501890840463721,14236.693997311142,21122.375746380254,5.086769104003906,M0 dense,continuation,53.73952,3.5376469135284423,,,,
420,13440,55050240,3.510626792907715,3.218217134475708,5.848196029663086,0.112984254956245,0.8432197090483481,14248.328034666696,20882.502458572882,5.086769104003906,M0 dense,continuation,55.05024,3.5446518898010253,,,,
430,13760,56360960,3.592913627624511,3.306315422058105,5.731968402862549,0.11058961600065201,0.8361259003954491,14300.797739399031,20661.361790724837,5.086769104003906,M0 dense,continuation,56.36096,3.48718056678772,,,,
440,14080,57671680,4.056238174438477,3.751420021057129,6.096369743347168,0.11266740411520001,0.8289106684874231,14222.71067958518,20450.948438994237,5.086769104003906,M0 dense,continuation,57.67168,3.565590238571167,,,,
450,14400,58982400,4.055906295776367,3.745816707611084,6.201790809631348,0.11244370788335802,0.8215770752524051,17707.13159608437,20380.768184579858,5.086769104003906,M0 dense,continuation,58.9824,3.545843172073364,,,,
460,14720,60293120,4.335525989532471,4.015727043151855,6.395981788635254,0.112207844853401,0.81412823284753,16770.521201497384,20285.83339842065,5.086769104003906,M0 dense,continuation,60.29312,3.6074992656707763,,,,
470,15040,61603840,3.840928077697754,3.539373397827148,6.031093597412109,0.11284195631742401,0.806567302338225,13795.400319017015,20084.781296402947,5.086769104003906,M0 dense,continuation,61.60384,3.6717305183410636,,,,
480,15360,62914560,3.904160976409912,3.604619741439819,5.990822792053223,0.112237006425857,0.7988974923567501,15056.479441065923,19946.005857215547,5.086769104003906,M0 dense,continuation,62.91456,3.7313913822174074,,,,
490,15680,64225280,3.67144775390625,3.378853797912597,5.851873397827148,0.11051119863986901,0.7911220577405481,13351.65961033308,19746.965663405503,5.086769104003906,M0 dense,continuation,64.22528,3.656878137588501,,,,
500,16000,65536000,4.035739898681641,3.732847929000854,6.05783748626709,0.11112847179174401,0.7832442981509921,15202.145771767993,19629.59673006806,5.086769104003906,M0 dense,continuation,65.536,3.654284381866455,,,,
510,16320,66846720,3.9746289253234863,3.6664810180664062,6.162961959838867,0.11121546477079301,0.7752675566731051,13072.572964397552,19438.41937244186,5.086769104003906,M0 dense,continuation,66.84672,3.5844351768493654,,,,
520,16640,68157440,4.199514389038086,3.888325691223144,6.223770141601562,0.111822165548801,0.7671952183968581,15236.109370408698,19335.86028190198,5.086769104003906,M0 dense,continuation,68.15744,3.654225635528564,,,,
530,16960,69468160,3.5581881999969482,3.274221897125244,5.679325580596924,0.11095321923494302,0.7590307089806351,13329.920752667216,19172.868907864053,5.086769104003906,M0 dense,continuation,69.46816,3.5881460666656486,,,,
540,17280,70778880,3.687432050704956,3.391798496246338,5.912670135498047,0.11246591806411702,0.7507774931974911,11387.20275950352,18933.146975494066,5.086769104003906,M0 dense,continuation,70.77888,3.5907350063323973,,,,
550,17600,72089600,3.987808465957641,3.688686370849609,5.9824419021606445,0.11216717958450301,0.7424390734648031,14750.644742220953,18836.039629656483,5.086769104003906,M0 dense,continuation,72.0896,3.5819026947021486,,,,
560,17920,73400320,3.968780517578125,3.668812751770019,5.99935245513916,0.113093592226505,0.7340189883579511,13170.88620960036,18692.465812831,5.086769104003906,M0 dense,continuation,73.40032,3.5823690414428713,,,,
570,18240,74711040,3.415969848632812,3.132272481918335,5.6739501953125,0.11155022680759401,0.7255208111086511,15197.266340013814,18617.346877098164,5.086769104003906,M0 dense,continuation,74.71104,3.4311583995819093,,,,
580,18560,76021760,3.945638179779052,3.638670444488525,6.139351844787598,0.11252503842115401,0.7169481480885841,13428.664397513408,18494.141275988062,5.086769104003906,M0 dense,continuation,76.02176,3.5040481090545654,,,,
590,18880,77332480,3.480612993240356,3.198835611343384,5.63554573059082,0.115396872162818,0.7083046372789581,14985.076506906631,18421.028330838475,5.086769104003906,M0 dense,continuation,77.33248,3.4654555320739746,,,,
600,19200,78643200,3.666576385498047,3.372446775436401,5.882594108581543,0.11182130873203201,0.6995939467266601,13644.649172489078,18314.17879979302,5.086769104003906,M0 dense,continuation,78.6432,3.402207612991332,,,,
610,19520,79953920,4.043296813964844,3.742264747619629,6.020634651184082,0.114013895392417,0.6908197729876471,14619.345850072772,18238.61238355472,5.086769104003906,M0 dense,continuation,79.95392,3.416898012161255,,,,
620,19840,81264640,3.916468858718872,3.6110188961029053,6.109002113342285,0.11230240017175601,0.6819858395582361,11099.733127860396,18051.356422709097,5.086769104003906,M0 dense,continuation,81.26464,3.512647294998169,,,,
630,20160,82575360,3.864298820495605,3.566735744476318,5.951260566711426,0.110980547964572,0.673095895294966,13964.290381672046,17967.882823196738,5.086769104003906,M0 dense,continuation,82.57536,3.4982603549957276,,,,
640,20480,83886080,3.958691358566284,3.6583118438720703,6.007591247558594,0.11254847794771101,0.6641537128236931,14322.409870216914,17896.70725502596,5.086769104003906,M0 dense,continuation,83.88608,3.590155601501465,,,,
650,20800,85196800,3.823529005050659,3.52371883392334,5.9961981773376465,0.11076090484857501,0.655163086938606,14119.76469467377,17823.35911224101,5.086769104003906,M0 dense,continuation,85.1968,3.6204100131988524,,,,
660,21120,86507520,3.781080484390259,3.488335132598877,5.854903221130371,0.11294524371623901,0.6461278329918241,14174.868138105703,17754.120321876722,5.086769104003906,M0 dense,continuation,86.50752,3.569624090194702,,,,
670,21440,87818240,3.814336776733398,3.516445636749267,5.957818031311035,0.11148247867822601,0.6370517852742781,14016.770051538071,17683.745823042824,5.086769104003906,M0 dense,continuation,87.81824,3.550709438323975,,,,
680,21760,89128960,3.251740932464599,2.9824483394622803,5.385848045349121,0.11001965403556802,0.627938795388554,14237.529972926006,17621.022362092433,5.086769104003906,M0 dense,continuation,89.12896,3.433851957321167,,,,
690,22080,90439680,3.758150100708008,3.470140933990478,5.7601823806762695,0.11300805956125201,0.618792730614385,11077.938776155885,17471.466385213895,5.086769104003906,M0 dense,continuation,90.43968,3.396217775344849,,,,
700,22400,91750400,3.370261907577514,3.097366333007812,5.457911491394043,0.11170957237482002,0.6096174722674951,14560.571662134626,17421.71091490686,5.086769104003906,M0 dense,continuation,91.7504,3.3109472751617424,,,,
710,22720,93061120,4.214553356170654,3.905481576919555,6.181432247161865,0.11338771134614901,0.6004169140524871,13560.334520198474,17352.11786428222,5.086769104003906,M0 dense,continuation,93.06112,3.3943765640258783,,,,
720,23040,94371840,3.730293750762939,3.439021587371826,5.825440406799316,0.11130870878696401,0.591194960410469,14749.069509497604,17309.68773546721,5.086769104003906,M0 dense,continuation,94.37184,3.3788917541503904,,,,
730,23360,95682560,4.435133934020996,4.114308357238769,6.416512489318848,0.113005764782428,0.5819555248621261,13633.946672243732,17245.99517337389,5.086769104003906,M0 dense,continuation,95.68256,3.6052637577056883,,,,
740,23680,96993280,3.650331735610962,3.3594014644622803,5.818604469299316,0.11383403837680801,0.572702528346939,14936.611726771986,17210.037295877493,5.086769104003906,M0 dense,continuation,96.99328,3.5831158638000487,,,,
750,24000,98304000,4.355771541595459,4.035441398620605,6.406595230102539,0.113719783723354,0.563439897559261,13574.650973180425,17148.803039817187,5.086769104003906,M0 dense,continuation,98.304,3.770730876922607,,,,
760,24320,99614720,3.35389232635498,3.079394340515136,5.489964485168457,0.11284706741571401,0.5541715632819371,13416.724037268033,17086.265915023592,5.086769104003906,M0 dense,continuation,99.61472,3.605513429641723,,,,
770,24640,100925440,4.013655185699463,3.70369553565979,6.199187755584717,0.11434662342071501,0.5449014587182051,11259.985148869497,16972.21431730017,5.086769104003906,M0 dense,continuation,100.92544,3.6584482192993155,,,,
780,24960,102236160,3.920644283294677,3.615410566329956,6.104681015014648,0.11354380846023501,0.5356335178225561,14903.965156665072,16942.07225541936,5.086769104003906,M0 dense,continuation,102.23616,3.5586686611175535,,,,
790,25280,103546880,3.877439498901367,3.578481435775757,5.9791669845581055,0.11333005875349,0.52637167363129,13684.090402503469,16891.166687994413,5.086769104003906,M0 dense,continuation,103.54688,3.602484655380249,,,,
800,25600,104857600,4.445499420166016,4.12190055847168,6.471988677978516,0.11159446835517801,0.5171198565934451,15046.406153939222,16865.319588981474,5.086769104003906,M0 dense,continuation,104.8576,3.619776487350464,,,,
810,25920,106168320,3.953801155090332,3.647448062896728,6.127058029174805,0.11436996608972501,0.5078819929028351,13360.689680341686,16810.87951552236,5.086769104003906,M0 dense,continuation,106.16832,3.7333872318267822,,,,
820,26240,107479040,3.817070960998535,3.519786119461059,5.945694923400879,0.11381737887859301,0.49866200283189505,15745.558232868578,16797.02022707398,5.086769104003906,M0 dense,continuation,107.47904,3.696605348587036,,,,
830,26560,108789760,4.041594982147217,3.731460332870483,6.202688217163086,0.11353611946105902,0.48946379906803006,13810.352677622092,16753.368025658532,5.086769104003906,M0 dense,continuation,108.78976,3.7198153018951414,,,,
840,26880,110100480,3.9190423488616943,3.614020347595215,6.100438117980957,0.113016188144683,0.480291285053187,15472.304274094242,16736.87080729399,5.086769104003906,M0 dense,continuation,110.10048,3.7269230842590333,,,,
850,27200,111411200,3.688106060028076,3.395857334136963,5.844976425170898,0.11319917440414401,0.47114835332735805,11487.036888385474,16647.362353350574,5.086769104003906,M0 dense,continuation,111.4112,3.5817144393920897,,,,
860,27520,112721920,3.465547084808349,3.180720329284668,5.696536064147949,0.11304748803377102,0.46203888387669406,13643.001699754725,16604.843800384777,5.086769104003906,M0 dense,continuation,112.72192,3.4883688926696776,,,,
870,27840,114032640,4.113014221191406,3.801443099975586,6.231420040130615,0.110827550292015,0.45296674248696406,15815.375319508375,16595.32194190776,5.086769104003906,M0 dense,continuation,114.03264,3.544700288772583,,,,
880,28160,115343360,3.297777652740478,3.019870996475219,5.558133125305176,0.112398572266101,0.443935779103022,13790.444849929343,16557.053925561664,5.086769104003906,M0 dense,continuation,115.34336,3.40238242149353,,,,
890,28480,116654080,3.985949754714966,3.684987068176269,6.019250869750977,0.113653264939785,0.43494982619501504,15432.544822566573,16543.509422836225,5.086769104003906,M0 dense,continuation,116.65408,3.4165757656097413,,,,
900,28800,117964800,3.709747314453125,3.415473699569702,5.885475158691406,0.11349281668663001,0.42601269713199,14073.372720284106,16511.30898372133,5.086769104003906,M0 dense,continuation,117.9648,3.4204990386962892,,,,
910,29120,119275520,3.484731197357177,3.199481010437011,5.705001354217529,0.114069111645221,0.41712818456362005,15001.246700516222,16493.064672304776,5.086769104003906,M0 dense,continuation,119.27552,3.424251174926758,,,,
920,29440,120586240,3.817646741867065,3.521150827407837,5.9299187660217285,0.112267516553401,0.408300058810713,11178.007797366496,16408.26030512249,5.086769104003906,M0 dense,continuation,120.58624,3.368192720413208,,,,
930,29760,121896960,3.488512992858886,3.204938411712646,5.671496391296387,0.11256004124879801,0.39953206626520604,14098.643495293178,16379.408176473109,5.086769104003906,M0 dense,continuation,121.89696,3.4052062034606925,,,,
940,30080,123207680,3.621025323867798,3.328394889831543,5.852609157562256,0.113550648093223,0.390827927800301,14573.480442585158,16357.843880177837,5.086769104003906,M0 dense,continuation,123.20768,3.3338877677917473,,,,
950,30400,124518400,4.07579231262207,3.7714309692382812,6.087224960327148,0.11248817294836001,0.38219133719144605,13765.243803754032,16325.477516510971,5.086769104003906,M0 dense,continuation,124.5184,3.405079221725463,,,,
960,30720,125829120,3.6927490234375,3.399500608444214,5.864968776702881,0.1135915517807,0.373625959548802,14847.383624389611,16308.565452241739,5.086769104003906,M0 dense,continuation,125.82912,3.4450831413269043,,,,
970,31040,127139840,4.19673490524292,3.881277561187744,6.309139251708984,0.11353661119937801,0.365135429761881,14265.30038919723,16284.519222342733,5.086769104003906,M0 dense,continuation,127.13984,3.5171084880828856,,,,
980,31360,128450560,3.684228420257568,3.392073154449463,5.843106746673584,0.113200359046459,0.35672335095701,15029.199397296694,16270.65174659145,5.086769104003906,M0 dense,continuation,128.45056,3.554535436630249,,,,
990,31680,129761280,3.945239305496216,3.639900922775268,6.10676383972168,0.11261829733848501,0.34839329296827204,21295.135806669576,16309.521975334748,5.086769104003906,M0 dense,continuation,129.76128,3.6168366432189942,,,,
1000,32000,131072000,3.8260774612426762,3.528506755828857,5.951416015625,0.11304831504821701,0.34014879082257204,13769.783053086592,16279.495599139638,5.086769104003906,M0 dense,continuation,131.072,3.5682518005371096,,,,
1010,32320,132382720,3.853886365890503,3.552212476730346,6.033476829528809,0.110994063317775,0.33199334323948104,18198.05691206182,16296.506362406424,5.086769104003906,M0 dense,continuation,132.38272,3.5987941741943352,,,,
1020,32640,133693440,4.1840596199035645,3.872170448303222,6.237784385681152,0.11218507587909601,0.323930411146483,16296.30249353891,16296.504363667278,5.086769104003906,M0 dense,continuation,133.69344,3.596972751617431,,,,
1030,32960,135004160,4.003582000732422,3.691828489303589,6.235066890716553,0.113336287438869,0.315963416210261,14677.280711376288,16279.068094941553,5.086769104003906,M0 dense,continuation,135.00416,3.656923818588256,,,,
1040,33280,136314880,3.664142608642578,3.375142335891723,5.780008792877197,0.11348113417625401,0.308095739384645,14406.301087111058,16258.74522914661,5.086769104003906,M0 dense,continuation,136.31488,3.6039721012115473,,,,
1050,33600,137625600,3.754042148590088,3.458877563476562,5.9032883644104,0.11363368481397601,0.300330719475836,14746.273906485594,16242.878823343544,5.086769104003906,M0 dense,continuation,137.6256,3.590046262741089,,,,
1060,33920,138936320,3.779538631439209,3.482298135757446,5.944811820983887,0.114730715751647,0.292671651725517,14515.632194415131,16224.665538234016,5.086769104003906,M0 dense,continuation,138.93632,3.576063394546508,,,,
1070,34240,140247040,3.786042213439941,3.493073463439941,5.859377861022949,0.11270227283239301,0.28512178641245,11344.781822259481,16159.70300945544,5.086769104003906,M0 dense,continuation,140.24704,3.5002439975738517,,,,
1080,34560,141557760,3.585331439971924,3.300595045089721,5.694727897644043,0.11346642673015502,0.277684327473156,14813.519412946907,16146.117047805868,5.086769104003906,M0 dense,continuation,141.55776,3.421997308731078,,,,
1090,34880,142868480,3.485196828842163,3.200666427612304,5.690608978271484,0.11558993160724601,0.270362431142263,13658.517223931085,16119.183503731507,5.086769104003906,M0 dense,continuation,142.86848,3.3871021270751944,,,,
1100,35200,144179200,3.7123184204101562,3.4166359901428223,5.913647651672363,0.11218485236167901,0.263159204613089,14408.116107546473,16101.799826303997,5.086769104003906,M0 dense,continuation,144.1792,3.3786538124084466,,,,
1110,35520,145489920,3.76591944694519,3.4700064659118652,5.918265342712402,0.115491539239883,0.256077704719048,13990.23775593086,16079.935299873565,5.086769104003906,M0 dense,continuation,145.48992,3.3761954784393304,,,,
1120,35840,146800640,3.444514274597168,3.158312559127807,5.724031448364258,0.11238691210746701,0.24912093663641602,13616.205016537051,16053.999341646217,5.086769104003906,M0 dense,continuation,146.80064,3.3092432975769035,,,,
1130,36160,148111360,3.679661273956299,3.392867803573608,5.735873222351074,0.11211119592189701,0.24229185260903002,14630.83851733303,16040.191815403563,5.086769104003906,M0 dense,continuation,148.11136,3.3276978492736817,,,,
1140,36480,149422080,3.6765048503875732,3.38889217376709,5.75225830078125,0.11185985803604101,0.23559335069544102,13101.60032440137,16008.695050382565,5.086769104003906,M0 dense,continuation,149.42208,3.3653429985046386,,,,
1150,36800,150732800,3.5239920616149902,3.239611148834228,5.687616348266602,0.11297484487295101,0.22902827353906302,10946.868989664694,15944.58403572461,5.086769104003906,M0 dense,continuation,150.7328,3.329938030242919,,,,
1160,37120,152043520,4.058118343353271,3.746994256973266,6.222478866577148,0.114377349615097,0.222599407161847,13110.151770991535,15914.921731725728,5.086769104003906,M0 dense,continuation,152.04352,3.3853355884551997,,,,
1170,37440,153354240,3.78989315032959,3.490688323974609,5.984097003936768,0.112954497337341,0.21630947978196802,13870.390934415234,15894.89653466009,5.086769104003906,M0 dense,continuation,153.35424,3.4518107414245605,,,,
1180,37760,154664960,3.483268022537231,3.192011833190918,5.8251237869262695,0.11360380798578201,0.21016116065605703,13427.08213305499,15870.177550053399,5.086769104003906,M0 dense,continuation,154.66496,3.4116395473480225,,,,
1190,38080,155975680,3.383513450622558,3.105673551559448,5.5568013191223145,0.113934807479381,0.204157058946447,15193.131985847087,15864.236779102832,5.086769104003906,M0 dense,continuation,155.97568,3.3549958229064942,,,,
1200,38400,157286400,3.932323694229126,3.623954772949218,6.167375564575195,0.11473955959081601,0.198299722613924,13722.69870653765,15843.6323881029,5.086769104003906,M0 dense,continuation,157.2864,3.4318645477294916,,,,
1210,38720,158597120,3.658851861953735,3.361912250518799,5.938789367675781,0.11211985349655101,0.19259163733644502,15031.798288081753,15836.563812054928,5.086769104003906,M0 dense,continuation,158.59712,3.3548481464385977,,,,
1220,39040,159907840,3.707146167755127,3.410129785537719,5.94033145904541,0.115172877907752,0.18703522545429502,16668.277998398004,15843.043620407652,5.086769104003906,M0 dense,continuation,159.90784,3.3387364387512206,,,,
1230,39360,161218560,3.447656631469726,3.156672477722168,5.819684982299805,0.113775685429573,0.181632844942116,16953.135845800367,15851.48228620003,5.086769104003906,M0 dense,continuation,161.21856,3.331668567657471,,,,
1240,39680,162529280,3.387643098831176,3.111425399780273,5.524352073669434,0.11396683007478701,0.176386788408254,23155.728353263858,15891.909270056496,5.086769104003906,M0 dense,continuation,162.52928,3.332818937301635,,,,
1250,40000,163840000,3.588083028793335,3.299983978271484,5.761983871459961,0.11356014013290401,0.171299282121844,23698.89100992503,15933.901336851375,5.086769104003906,M0 dense,continuation,163.84,3.268024778366088,,,,
1260,40320,165150720,3.58326244354248,3.292543411254883,5.814385414123535,0.11129460483789401,0.16637248506805,23510.740101533036,15974.760131022224,5.086769104003906,M0 dense,continuation,165.15072,3.254151010513305,,,,
1270,40640,166461440,3.9036004543304443,3.599733591079712,6.077334403991699,0.11118637025356201,0.16160848803185301,23924.898170048407,16016.667752946852,5.086769104003906,M0 dense,continuation,166.46144,3.2920717716217043,,,,
1280,40960,167772160,3.598408222198486,3.309697151184082,5.774223804473877,0.112810596823692,0.15700931271079002,23929.089626510886,16058.150624917727,5.086769104003906,M0 dense,continuation,167.77216,3.3226767063140867,,,,
1290,41280,169082880,3.701780080795288,3.40742540359497,5.887093544006348,0.112634666264057,0.152576910856999,23946.951003767223,16099.263423188997,5.086769104003906,M0 dense,continuation,169.08288,3.3818767070770264,,,,
1300,41600,170393600,4.42629337310791,4.104960441589355,6.426655769348144,0.11410105228424001,0.148313163448961,19018.078276924323,16118.292406927174,5.086769104003906,M0 dense,continuation,170.3936,3.5428719997406,,,,
1310,41920,171704320,3.581746578216552,3.289893627166748,5.837064743041992,0.11414145678281701,0.144219879893265,23478.87268622152,16156.95786053478,5.086769104003906,M0 dense,continuation,171.70432,3.542342042922973,,,,
1320,42240,173015040,3.582235336303711,3.287982940673828,5.885047912597656,0.114320866763591,0.140298797256749,24271.332578268826,16197.982846544335,5.086769104003906,M0 dense,continuation,173.01504,3.479991912841796,,,,
1330,42560,174325760,4.102952480316162,3.802008152008056,6.018886566162109,0.11293392628431301,0.13655157952934502,24321.69759107749,16238.764245227161,5.086769104003906,M0 dense,continuation,174.32576,3.578454113006591,,,,
1340,42880,175636480,3.792812824249267,3.492118835449218,6.013880729675293,0.11458292603492701,0.132979816917928,24330.03646153096,16279.166109841175,5.086769104003906,M0 dense,continuation,175.63648,3.5953927993774406,,,,
1350,43200,176947200,3.237201452255249,2.966475009918213,5.414531707763672,0.11465186625719001,0.12958502517148401,24325.788050670337,16319.152344183012,5.086769104003906,M0 dense,continuation,176.9472,3.3676957130432124,,,,
1360,43520,178257920,3.506736993789673,3.220562219619751,5.723498344421387,0.11351472884416501,0.126368644937865,23915.917800730218,16357.35696459537,5.086769104003906,M0 dense,continuation,178.25792,3.353829431533813,,,,
1370,43840,179568640,3.695958137512207,3.406000614166259,5.799152374267578,0.11488457024097401,0.123332041152428,24355.29497788061,16396.65939869648,5.086769104003906,M0 dense,continuation,179.56864,3.3774329662322993,,,,
1380,44160,180879360,3.34186840057373,3.058268547058105,5.6719970703125,0.11234327405691101,0.120476502458792,19407.49926555673,16415.113073871424,5.086769104003906,M0 dense,continuation,180.87936,3.2286850452423095,,,,
1390,44480,182190080,3.577376365661621,3.283372163772583,5.880082130432129,0.114043794572353,0.11780324066198102,24317.49651656216,16453.579765617473,5.086769104003906,M0 dense,continuation,182.19008,3.1869357109069822,,,,
1400,44800,183500800,3.663465738296509,3.373840808868408,5.792497158050537,0.114224381744861,0.115313390214168,24343.66644545072,16491.7596621447,5.086769104003906,M0 dense,continuation,183.5008,3.2684088706970216,,,,
1410,45120,184811520,3.471739292144775,3.189934730529785,5.636090278625488,0.11188406497240001,0.11300800773324501,23941.63320166947,16528.235266911757,5.086769104003906,M0 dense,continuation,184.81152,3.262283372879028,,,,
1420,45440,186122240,3.491947889328003,3.207667350769043,5.68560791015625,0.11263147741556101,0.11088807155443,24319.734751874028,16565.61027608309,5.086769104003906,M0 dense,continuation,186.12224,3.222616720199585,,,,
1430,45760,187432960,3.9752695560455322,3.671034812927246,6.084691047668457,0.11362531781196501,0.10895448131509,24338.248374462,16602.6887214151,5.086769104003906,M0 dense,continuation,187.43296,3.3451699733734133,,,,
1440,46080,188743680,4.057544708251953,3.752590656280517,6.099076271057129,0.11477385461330401,0.10720805757296101,24335.663300521435,16639.406697888902,5.086769104003906,M0 dense,continuation,188.74368,3.439013671875,,,,
1450,46400,190054400,3.7724275588989262,3.478921890258789,5.870113372802734,0.11044674366712501,0.105649541457927,24325.012446652643,16675.74312533343,5.086769104003906,M0 dense,continuation,190.0544,3.460029888153076,,,,
1460,46720,191365120,3.830953121185302,3.53305721282959,5.957920074462891,0.11430962383747101,0.10427959435750901,19128.16653693258,16690.399818417314,5.086769104003906,M0 dense,continuation,191.36512,3.528654384613037,,,,
1470,47040,192675840,3.214457035064697,2.945649147033691,5.376154899597168,0.112902052700519,0.10309879763619001,24334.115501713946,16726.140874010754,5.086769104003906,M0 dense,continuation,192.67584,3.476250743865967,,,,
1480,47360,193986560,3.146331787109375,2.867364883422851,5.579339981079102,0.11331123113632201,0.102107652388704,24323.23791202155,16761.514356994587,5.086769104003906,M0 dense,continuation,193.98656,3.3155167579650877,,,,
1490,47680,195297280,3.97957181930542,3.6721315383911133,6.148808479309082,0.11590930074453301,0.10130657922738201,24336.658165139797,16796.602883097577,5.086769104003906,M0 dense,continuation,195.29728,3.299424934387207,,,,
1500,48000,196608000,3.989564418792724,3.6823010444641113,6.1452741622924805,0.11362975090742101,0.10069591810366,24327.336284807225,16831.338106768646,5.086769104003906,M0 dense,continuation,196.608,3.3401007652282715,,,,
1510,48320,197918720,3.84688138961792,3.551628589630127,5.905057907104492,0.11181784421205501,0.100275928163815,23926.79949324855,16864.458194353734,5.086769104003906,M0 dense,continuation,197.91872,3.343815040588379,,,,
1520,48640,199229440,3.673669338226318,3.378762722015381,5.898130416870117,0.11407822370529101,0.10004678763898701,24352.848536899834,16898.644091221493,5.086769104003906,M0 dense,continuation,199.22944,3.430437755584717,,,,
10,320,1310720,3.609870195388794,3.309804439544677,5.787873268127441,0.129774019122123,0.9999388899385641,11285.735510157432,11285.735510157432,9.22061824798584,M1 Switch,continuation,1.31072,3.309804439544677,1.0,0.256914675235748,2.077744483947754,4.3306660652160645
20,640,2621440,4.218955516815185,3.902535438537597,6.118060111999512,0.12749926745891502,0.999690658759632,13948.549672988553,12476.647641660367,9.22135066986084,M1 Switch,continuation,2.62144,3.606169939041137,1.0,0.14581930637359602,2.077062368392944,4.349055290222168
30,960,3932160,3.612537145614624,3.310706853866577,5.825296401977539,0.124642364680767,0.9992515923451931,14595.341275514618,13111.058193236006,9.22379207611084,M1 Switch,continuation,3.93216,3.5076822439829503,1.0,0.10570185631513501,2.075744152069092,4.345672130584717
40,1280,5242880,4.00849437713623,3.693608999252319,6.086649417877197,0.12630000710487302,0.9986218770218691,15542.737011516349,13644.742031452502,9.22379207611084,M1 Switch,continuation,5.24288,3.5541639328002925,0.0,0.095776855945587,2.073938846588134,4.342894554138184
50,1600,6553600,3.8121447563171382,3.5023903846740723,5.983932018280029,0.130640625953674,0.9978017800219671,15445.721913330017,13970.53651809823,9.22379207611084,M1 Switch,continuation,6.5536,3.5438092231750487,0.0,0.12756156921386702,2.072335958480835,4.343889236450195
