global_step,microbatch,tokens_seen,loss,lm_loss,mtp_loss,gradient_norm,lr_scale,interval_tokens_per_second,overall_tokens_per_second,peak_memory_gib,variant,tokens_millions,bank_constraint_strength,router_load_cv,router_entropy,router_z_loss
1240,39680,162529280,3.387555360794067,3.101037502288818,5.503203392028809,0.17266665399074502,0.176386788408254,15708.103242656292,13926.557522693789,9.22696590423584,M1,162.52928,0.0,0.29919421672821,1.200117707252502,18.37015151977539
1250,40000,163840000,3.579661130905151,3.280747890472412,5.740815162658691,0.17280581593513403,0.171299282121844,15820.269182430575,13939.906556532513,9.22696590423584,M1,163.84,0.0,0.239147275686264,1.185665249824524,18.85150718688965
1260,40320,165150720,3.582761764526367,3.281493663787842,5.793733596801758,0.152700021862983,0.16637248506805,15166.443739470551,13948.859484996763,9.22696590423584,M1,165.15072,0.0,0.37326931953430104,1.192464232444763,18.744688034057617
1270,40640,166461440,3.901612997055053,3.587040901184082,6.056679248809814,0.15630902349948803,0.16160848803185301,15761.107397941592,13961.499838933341,9.22696590423584,M1,166.46144,0.0,0.25440469384193404,1.179718494415283,19.295793533325195
1280,40960,167772160,3.603880882263183,3.304738283157348,5.754216194152832,0.178492844104766,0.15700931271079002,15874.626587792964,13974.657279647372,9.22696590423584,M1,167.77216,0.0,0.24912212789058602,1.180820822715759,19.298831939697266
1290,41280,169082880,3.690136194229126,3.385093212127685,5.853248596191406,0.15655274689197501,0.152576910856999,15791.825983892337,13987.134042645672,9.22696590423584,M1,169.08288,0.0,0.25249233841896,1.186465859413147,18.888307571411133
1300,41600,170393600,4.433015823364258,4.099632740020752,6.411086082458496,0.16087442636489802,0.148313163448961,12294.182213935068,13972.333741452969,9.22696590423584,M1,170.3936,0.0,0.21636067330837203,1.155278325080871,19.73354721069336
1310,41920,171704320,3.580622196197509,3.277478456497192,5.816892623901367,0.18789635598659502,0.144219879893265,15142.090622145632,13980.578227848757,9.22696590423584,M1,171.70432,0.0,0.28571134805679305,1.174454927444458,19.342554092407227
1320,42240,173015040,3.582911968231201,3.277661323547363,5.857145309448242,0.16813413798809002,0.140298797256749,15757.069964188078,13992.529386859389,9.22696590423584,M1,173.01504,0.0,0.320874124765396,1.165355205535888,19.61553192138672
1330,42560,174325760,4.102423191070557,3.789628505706787,6.004532814025879,0.154740512371063,0.13655157952934502,15758.578537755095,14004.329778844305,9.22696590423584,M1,174.32576,0.0,0.203906565904617,1.159501910209655,19.54241943359375
1340,42880,175636480,3.79608154296875,3.484388351440429,5.994549751281738,0.16334056854248002,0.132979816917928,15805.992843170163,14016.252596760613,9.22696590423584,M1,175.63648,0.0,0.28297492861747703,1.181889414787292,19.276708602905273
1350,43200,176947200,3.230212926864624,2.949853420257568,5.383991241455078,0.168324962258338,0.12958502517148401,15924.019745356383,14028.702225114035,9.22696590423584,M1,176.9472,0.0,0.277080923318862,1.196856021881103,19.13864517211914
1360,43520,178257920,3.507962226867676,3.211239814758301,5.704039573669434,0.161153480410575,0.126368644937865,15218.187134624912,14036.769452066685,9.22696590423584,M1,178.25792,0.0,0.277906358242034,1.185363411903381,19.336429595947266
1370,43840,179568640,3.701189994812011,3.400790452957153,5.782606601715088,0.166725814342498,0.123332041152428,15769.002394221921,14048.033566228212,9.22696590423584,M1,179.56864,0.0,0.24299845099449102,1.191125750541687,19.448549270629883
1380,44160,180879360,3.330543279647827,3.03578519821167,5.644567489624023,0.186731934547424,0.120476502458792,12270.212435583195,14033.29970090256,9.22696590423584,M1,180.87936,0.0,0.41327494382858204,1.190957069396972,19.1666259765625
1390,44480,182190080,3.5796821117401123,3.274734258651733,5.856437683105469,0.18097980320453602,0.11780324066198102,15809.192154296717,14044.649890095905,9.22696590423584,M1,182.19008,0.0,0.349403858184814,1.169963002204895,19.76691436767578
1400,44800,183500800,3.66238522529602,3.362227201461792,5.767290115356445,0.167536586523056,0.115313390214168,15814.59278788667,14055.886400143376,9.22696590423584,M1,183.5008,0.0,0.250274360179901,1.179884552955627,19.783653259277344
1410,45120,184811520,3.473845481872558,3.181654930114746,5.611411094665527,0.157168969511985,0.11300800773324501,15158.47052520355,14063.141102068577,9.22696590423584,M1,184.81152,0.0,0.289614617824554,1.179953932762146,19.60291290283203
1420,45440,186122240,3.476658344268799,3.181936264038086,5.655508041381836,0.178952053189277,0.11088807155443,15822.541332956762,14074.1621429015,9.22696590423584,M1,186.12224,0.0,0.20671534538269,1.179829716682434,19.559173583984375
1430,45760,187432960,3.968975067138672,3.6543524265289298,6.062374591827393,0.15112122893333402,0.10895448131509,15884.50877333154,14085.388031479268,9.22696590423584,M1,187.43296,0.0,0.30186349153518605,1.187247991561889,19.5980224609375
1440,46080,188743680,4.063887119293213,3.747536659240722,6.086743831634521,0.152473181486129,0.10720805757296101,15723.651437299728,14095.586876519003,9.22696590423584,M1,188.74368,0.0,0.280443429946899,1.151327610015869,20.271434783935547
1450,46400,190054400,3.766682863235473,3.462861537933349,5.849329948425293,0.155554816126823,0.105649541457927,15830.13397595872,14106.246576347863,9.22696590423584,M1,190.0544,0.0,0.279339581727981,1.179466605186462,19.941926956176758
1460,46720,191365120,3.826629877090454,3.518050193786621,5.936697006225586,0.16989043354988,0.10427959435750901,11991.921111695692,14089.232140776845,9.22696590423584,M1,191.36512,0.0,0.28292900323867803,1.177048087120056,19.586151123046875
1470,47040,192675840,3.202762842178344,2.923688411712646,5.346389770507812,0.156490385532379,0.10309879763619001,15835.87169066492,14099.811449380848,9.22696590423584,M1,192.67584,0.0,0.24993419647216703,1.181155920028686,19.72992706298828
1480,47360,193986560,3.142735004425049,2.852901458740234,5.550391674041748,0.15742228925228102,0.102107652388704,15788.59240309258,14110.008990946992,9.22696590423584,M1,193.98656,0.0,0.224611341953277,1.17557942867279,19.795442581176758
1490,47680,195297280,3.982147216796875,3.663300514221191,6.131588459014893,0.20130370557308103,0.10130657922738201,15901.581034759958,14120.686341662895,9.22696590423584,M1,195.29728,0.0,0.393210500478744,1.165167927742004,19.920345306396484
1500,48000,196608000,3.9927198886871342,3.674476146697998,6.128028869628906,0.15685853362083402,0.10069591810366,15830.575525241633,14130.861675041971,9.22696590423584,M1,196.608,0.0,0.263156920671463,1.16849935054779,20.213226318359375
1510,48320,197918720,3.848492383956909,3.5430867671966553,5.878232955932617,0.151438578963279,0.100275928163815,15237.577436990796,14137.661861365403,9.22696590423584,M1,197.91872,0.0,0.228426575660705,1.172227025032043,20.100683212280273
1520,48640,199229440,3.679088354110717,3.373639106750488,5.873981475830078,0.213886305689811,0.10004678763898701,15770.16134827493,14147.296752061346,9.22696590423584,M1,199.22944,0.0,0.257709383964538,1.169250845909118,20.17115020751953
10,320,1310720,3.600075721740722,3.310263633728027,5.788869380950928,0.11608891934156401,0.9999388899385641,14995.000038377351,14995.000038377351,6.706255912780762,M2,1.31072,1.0,0.716921269893646,2.067811965942383,3.684314250946045
20,640,2621440,4.208308696746826,3.902105808258056,6.11754035949707,0.11940289288759201,0.999690658759632,19099.357318610815,16800.132686287507,6.706255912780762,M2,2.62144,1.0,0.7707298398017881,2.028599739074707,3.257245063781738
30,960,3932160,3.603073120117187,3.311485290527343,5.825688362121582,0.12243862450122801,0.9992515923451931,19072.698689608944,17494.991946879392,6.706255912780762,M2,3.93216,1.0,0.652853190898895,1.9818706512451172,3.034246206283569
40,1280,5242880,3.9988985061645512,3.694206237792968,6.088050365447998,0.120867848396301,0.9986218770218691,19167.551212308106,17885.15634006233,6.710528373718262,M2,5.24288,1.0,0.6176741123199461,1.938543200492858,2.8986964225769043
50,1600,6553600,3.798030138015747,3.49856424331665,5.983782768249512,0.126101121306419,0.9978017800219671,19221.775362973967,18137.399356624763,6.712847709655762,M2,6.5536,1.0,0.584051132202148,1.894284605979919,2.767119169235229
60,1920,7864320,3.879913568496704,3.577820777893066,6.036447525024414,0.12268456071615201,0.996791649370071,18715.830985776007,18231.308853972914,6.712847709655762,M2,7.86432,1.0,0.631397545337677,1.8663245439529421,2.702917098999023
70,2240,9175040,4.09899091720581,3.782877206802368,6.317044258117676,0.11854384094476701,0.99559191373535,19123.64489435503,18353.6527294183,6.712847709655762,M2,9.17504,1.0,0.537119925022125,1.833873748779296,2.611940860748291
80,2560,10485760,3.732950448989868,3.440009832382202,5.853700637817383,0.12118183076381601,0.994203082249643,15190.691549908843,17888.077363005923,6.712847709655762,M2,10.48576,1.0,0.5946274399757381,1.812477946281433,2.555575847625732
90,2880,11796480,3.625448703765869,3.337605953216552,5.751791954040527,0.12059998512268001,0.992625744291401,18744.89446534333,17979.391412876066,6.712847709655762,M2,11.79648,1.0,0.44746172428131104,1.802396893501281,2.531154155731201
100,3200,13107200,4.004557609558105,3.697535276412964,6.135529518127441,0.12527123093605,0.9908605692355701,19170.806186271147,18091.827322667777,6.712847709655762,M2,13.1072,1.0,0.46463048458099304,1.791159272193908,2.454535961151123
110,3520,14417920,4.157558441162109,3.8482673168182373,6.181073188781738,0.14588335156440702,0.9889083061695311,18619.36229024904,18138.546614372743,6.712847709655762,M2,14.41792,1.0,0.46151044964790305,1.789312362670898,2.374725341796875
120,3840,15728640,4.01233434677124,3.703752279281616,6.166998863220215,0.13718579709529802,0.9867697835752071,19166.728955963805,18219.99625581969,6.712847709655762,M2,15.72864,1.0,0.36986371874809204,1.801159262657165,2.323815107345581
130,4160,17039360,4.070950984954834,3.762053966522217,6.173479080200195,0.227726876735687,0.9844459089774821,19005.121273122364,18278.080105766756,6.712847709655762,M2,17.03936,1.0,0.313878417015075,1.808605313301086,2.233094692230224
140,4480,18350080,4.0850300788879395,3.775637626647949,6.183619022369385,0.140379399061203,0.981937668559074,18993.451601280525,18327.38615803889,6.712847709655762,M2,18.35008,1.0,0.32856759428977905,1.8189677000045772,2.11754298210144
150,4800,19660800,3.71173882484436,3.422376155853271,5.783124923706055,0.15262082219123801,0.97924612674203,18997.19700942246,18370.56728385338,6.712847709655762,M2,19.6608,1.0,0.17651715874671903,1.833051085472107,2.063387870788574
160,5120,20971520,3.795654058456421,3.499546289443969,5.918074607849121,0.125349253416061,0.9763724257360131,14797.892864614805,18097.486066672387,6.712847709655762,M2,20.97152,1.0,0.31348696351051303,1.848732590675354,2.039834022521972
170,5440,22282240,3.371743679046631,3.09665584564209,5.497818946838379,0.14855772256851102,0.9733177850535881,18958.2644102867,18145.95054669408,6.712847709655762,M2,22.28224,1.0,0.24807085096836,1.871553301811218,1.969000101089477
180,5760,23592960,3.361487627029419,3.081243276596069,5.6011962890625,0.18210403621196702,0.970083500992693,19034.520081736082,18193.13343116008,6.712847709655762,M2,23.59296,1.0,0.27075654268264704,1.896436333656311,1.847803950309753
190,6080,24903680,3.438511610031128,3.155651807785034,5.653719902038574,0.17172664403915402,0.966670946086533,18926.211152406184,18230.297777765085,6.712847709655762,M2,24.90368,1.0,0.28638932108879,1.915150642395019,1.7388180494308472
200,6400,26214400,3.95578384399414,3.645437717437744,6.203539848327637,0.145961150527,0.963081568521112,19089.67173427637,18271.424693797937,6.712847709655762,M2,26.2144,1.0,0.26486000418663,1.930930733680725,1.688937902450561
210,6720,27525120,3.703919649124145,3.413564682006836,5.803719520568848,0.12991212308406802,0.9593168915206751,18597.21686257765,18286.679554462746,6.712847709655762,M2,27.52512,1.0,0.40603032708168,1.950871109962463,1.691455245018005
220,7040,28835840,4.054949760437012,3.746016502380371,6.175248146057129,0.125586852431297,0.955378512701288,19139.98037766751,18323.812023146522,6.712847709655762,M2,28.83584,1.0,0.415490925312042,1.968790650367736,1.7047545909881592
230,7360,30146560,3.3965718746185303,3.113814115524292,5.65163516998291,0.130720540881156,0.951268103392864,14968.418444751896,18146.946462319866,6.712847709655762,M2,30.14656,1.0,0.450185179710388,1.988766074180603,1.760540843009948
240,7680,31457280,3.402068614959717,3.120535850524902,5.627071380615234,0.12933433055877602,0.9469874079299001,18981.85693379166,18180.265326459757,6.712847709655762,M2,31.45728,1.0,0.452686131000518,2.001491546630859,1.793312072753906
250,8000,32768000,3.465435028076172,3.177278995513916,5.75951623916626,0.120722226798534,0.9425382429112301,19125.658051378134,18216.28299732779,6.712847709655762,M2,32.768,1.0,0.38216546177864,2.007513284683227,1.802731394767761
260,8320,34078720,3.597963094711303,3.306316375732422,5.829280853271484,0.125322937965393,0.9379224964291181,18481.482395874213,18226.342161654542,6.712847709655762,M2,34.07872,1.0,0.44044765830039906,2.015185594558716,1.822854995727539
270,8640,35389440,3.882669448852539,3.578163623809814,6.086393356323242,0.122175924479961,0.933142127268008,18956.635329414246,18252.385211594017,6.712847709655762,M2,35.38944,1.0,0.38484385609626703,2.023253440856933,1.860099792480468
280,8960,36700160,3.938425779342651,3.639918565750122,5.966311454772949,0.120029047131538,0.9281991640732751,19069.257241368792,18280.352269240335,6.712847709655762,M2,36.70016,1.0,0.38554728031158403,2.030802488327026,1.914231538772583
290,9280,38010880,3.994715213775634,3.690415859222412,6.082024097442627,0.11901685595512301,0.9230957044903271,19105.8202831507,18307.62751239354,6.712847709655762,M2,38.01088,1.0,0.36343115568161005,2.041524648666382,1.9795818328857422
300,9600,39321600,3.793713092803955,3.489811897277832,6.074014663696289,0.11717622727155601,0.9178339142744271,19029.679411977755,18330.81199409133,6.712847709655762,M2,39.3216,1.0,0.229425475001335,2.049626588821411,2.003058910369873
310,9920,40632320,4.193985462188721,3.881304025650024,6.24955940246582,0.115338295698165,0.9124160263716141,14731.233976054113,18187.453750427376,6.712847709655762,M2,40.63232,1.0,0.226017102599143,2.053358316421509,2.03448486328125
320,10240,41943040,3.4791419506073,3.192916631698608,5.720370292663574,0.11758807301521301,0.906844339971106,19068.774879416305,18213.760126524146,6.712847709655762,M2,41.94304,1.0,0.252552539110183,2.055123567581176,2.066677570343017
330,10560,43253760,3.6521799564361572,3.3571572303771973,5.896300792694092,0.117552563548088,0.9011212195295931,19072.58869038597,18238.64729697104,6.712847709655762,M2,43.25376,1.0,0.20281319320201802,2.05776047706604,2.077747821807861
340,10880,44564480,4.225474834442139,3.915508985519409,6.195196628570557,0.118098430335521,0.895249093767831,18913.16180242991,18257.79852595325,6.712847709655762,M2,44.56448,1.0,0.18246273696422502,2.060972690582275,2.059037208557129
350,11200,45875200,3.894096136093139,3.588438987731933,6.10899543762207,0.118069998919963,0.8892304546399701,18949.19372899999,18276.851771810187,6.712847709655762,M2,45.8752,1.0,0.20077659189701003,2.062254428863525,2.077589511871338
360,11520,47185920,3.928513765335083,3.627096652984619,6.024215698242187,0.116922825574874,0.8830678562760381,18606.506306836116,18285.85103383162,6.712847709655762,M2,47.18592,1.0,0.21325217187404602,2.064724683761596,2.062202930450439
370,11840,48496640,3.473647832870483,3.186196088790893,5.744872093200684,0.11652447283267901,0.8767639138980501,19020.278526908725,18304.95391920558,6.712847709655762,M2,48.49664,1.0,0.12805238366127,2.066237926483154,2.08041763305664
380,12160,49807360,3.895225286483764,3.5964643955230713,5.971074104309082,0.116457439959049,0.870321302710182,19067.324821413607,18324.23444129759,6.712847709655762,M2,49.80736,1.0,0.089487850666046,2.067939281463623,2.073615789413452
390,12480,51118080,3.6478652954101562,3.358432054519653,5.784466743469238,0.11566972732543901,0.8637427567634951,15150.628709071087,18226.340191696556,6.712847709655762,M2,51.11808,1.0,0.08237635344266801,2.070412874221801,2.099211692810058
400,12800,52428800,4.15382719039917,3.8436861038208012,6.198662757873535,0.11714793741703002,0.85703106779569,18963.86940519129,18244.0785823175,6.712847709655762,M2,52.4288,1.0,0.10957282036542801,2.071871042251587,2.083900451660156
410,13120,53739520,4.014111995697021,3.708867073059082,6.100695610046387,0.11626069992780601,0.8501890840463721,18566.26574121148,18251.803708779138,6.712847709655762,M2,53.73952,1.0,0.135823309421539,2.073025703430176,2.104074954986572
420,13440,55050240,3.516076564788818,3.223238945007324,5.852499961853027,0.11857475340366301,0.8432197090483481,18923.66454663222,18267.245506586223,6.712847709655762,M2,55.05024,1.0,0.08093727380037301,2.073844909667968,2.123885631561279
430,13760,56360960,3.590585470199585,3.303608894348144,5.735339164733887,0.11641412228345802,0.8361259003954491,19002.558573090042,18283.698912379266,6.712847709655762,M2,56.36096,1.0,0.062257647514343005,2.075006008148193,2.096826076507568
440,14080,57671680,4.05789852142334,3.752899169921875,6.095769882202148,0.11846696585416701,0.8289106684874231,18948.88150822767,18298.29765019116,6.712847709655762,M2,57.67168,1.0,0.159660086035728,2.075573205947876,2.107589721679687
450,14400,58982400,4.05379056930542,3.74346661567688,6.202259063720703,0.11778058111667601,0.8215770752524051,18923.01276193544,18311.731751939904,6.712847709655762,M2,58.9824,1.0,0.071991562843322,2.076301336288452,2.110647916793823
460,14720,60293120,4.335687637329102,4.015792846679687,6.393669128417969,0.11749663203954601,0.81412823284753,14695.415467554956,18214.291368120448,6.712847709655762,M2,60.29312,1.0,0.13860474526882102,2.076506853103637,2.110355377197265
470,15040,61603840,3.840329885482788,3.538738012313842,6.027633666992187,0.11862852424383101,0.806567302338225,18956.62747156775,18229.479904566117,6.712847709655762,M2,61.60384,1.0,0.08330614119768101,2.076399564743042,2.099851608276367
480,15360,62914560,3.90281343460083,3.603028297424316,5.991513252258301,0.11834973841905501,0.7988974923567501,19033.035674407543,18245.52798750965,6.712847709655762,M2,62.91456,1.0,0.12187000364065101,2.077075481414795,2.0948326587677
490,15680,64225280,3.676707506179809,3.383895635604858,5.852017402648926,0.11633586883544901,0.7911220577405481,18940.40595909963,18259.19913302831,6.712847709655762,M2,64.22528,1.0,0.132439047098159,2.077216386795044,2.110218048095703
500,16000,65536000,4.035589218139648,3.732565879821777,6.056313514709473,0.116322897374629,0.7832442981509921,19016.811324677004,18273.759326760937,6.712847709655762,M2,65.536,1.0,0.093030035495758,2.076930284500122,2.079425573348999
510,16320,66846720,3.972896575927734,3.664603233337402,6.161728382110596,0.115754820406436,0.7752675566731051,18650.67753291143,18281.00339204237,6.712847709655762,M2,66.84672,1.0,0.092653006315231,2.077157258987426,2.07021951675415
520,16640,68157440,4.201968669891357,3.890561819076538,6.223969459533691,0.11673185974359501,0.7671952183968581,19080.45525619833,18295.745186317567,6.712847709655762,M2,68.15744,1.0,0.16338421404361703,2.077216386795044,2.082134008407592
530,16960,69468160,3.559106826782226,3.2748959064483643,5.680059432983398,0.11602797359228101,0.7590307089806351,19000.45773532137,18308.557459774034,6.712847709655762,M2,69.46816,1.0,0.079479075968265,2.076917886734009,2.080165863037109
540,17280,70778880,3.68620228767395,3.390342235565185,5.91305685043335,0.11765927821397701,0.7507774931974911,15004.097698960393,18234.18993977562,6.712847709655762,M2,70.77888,1.0,0.054070875048637,2.077194929122925,2.071917533874511
550,17600,72089600,3.986036300659179,3.686713457107544,5.982327461242676,0.11704219132661801,0.7424390734648031,18960.5104343819,18246.89874274293,6.712847709655762,M2,72.0896,1.0,0.082662411034107,2.077172994613647,2.064616918563842
560,17920,73400320,3.968201637268066,3.667873859405517,6.00250244140625,0.11862194538116401,0.7340189883579511,18572.35390046304,18252.610387189026,6.712847709655762,M2,73.40032,1.0,0.085781462490558,2.077202081680298,2.025378465652466
570,18240,74711040,3.419373273849487,3.135420322418213,5.674940586090088,0.11596994102001101,0.7255208111086511,19081.27421818479,18266.527596284577,6.712847709655762,M2,74.71104,1.0,0.062650889158248,2.07712459564209,2.05931806564331
580,18560,76021760,3.947316408157348,3.6400856971740723,6.14052677154541,0.11737309396266901,0.7169481480885841,19025.120777038326,18279.09391824642,6.712847709655762,M2,76.02176,1.0,0.039908390492200005,2.07726502418518,2.042974472045898
590,18880,77332480,3.477687120437622,3.195526123046875,5.639122486114502,0.12101846933364802,0.7083046372789581,18609.037365236934,18284.58867893909,6.713225364685059,M2,77.33248,1.0,0.10627589374780601,2.077227354049682,2.050607919692993
600,19200,78643200,3.667015075683593,3.372659683227539,5.883040904998779,0.11721906810998901,0.6995939467266601,18983.04791749311,18295.80822978998,6.713225364685059,M2,78.6432,1.0,0.05485273897647801,2.077095985412597,2.034948825836181
610,19520,79953920,4.04168701171875,3.740504741668701,6.019563674926758,0.11941777914762401,0.6908197729876471,18535.633608758388,18299.689747704742,6.714556694030762,M2,79.95392,1.0,0.091578274965286,2.077353477478027,2.038899421691894
620,19840,81264640,3.918391227722168,3.612726688385009,6.109243869781494,0.11720435321331,0.6819858395582361,15001.279433271427,18235.021518391026,6.714556694030762,M2,81.26464,1.0,0.088938869535923,2.07724666595459,2.023042201995849
630,20160,82575360,3.863917350769043,3.566015720367431,5.953977584838867,0.11545717716217001,0.673095895294966,19024.785634972286,18247.04498270309,6.714556694030762,M2,82.57536,1.0,0.040599789470434,2.077543258666992,2.027206897735595
640,20480,83886080,3.957810163497925,3.65714955329895,6.009194850921631,0.11751667410135201,0.6641537128236931,19053.978403179375,18259.127351225317,6.714556694030762,M2,83.88608,1.0,0.07446052879095001,2.077177762985229,2.010090827941894
650,20800,85196800,3.8254237174987793,3.5254054069519043,5.996351718902588,0.11588042229413902,0.655163086938606,18917.67253563991,18268.91136796189,6.714556694030762,M2,85.1968,1.0,0.054885327816009,2.077101945877075,2.006371259689331
660,21120,86507520,3.782038211822509,3.488955974578857,5.857583045959473,0.117434985935688,0.6461278329918241,18579.824630341187,18273.544519418083,6.714556694030762,M2,86.50752,1.0,0.092379413545131,2.077234268188476,2.031169414520263
670,21440,87818240,3.815548658370971,3.517483711242676,5.957267761230469,0.11583240330219201,0.6370517852742781,19029.94352988871,18284.391757379228,6.714556694030762,M2,87.81824,1.0,0.05505433678627,2.077441692352295,2.015812635421753
680,21760,89128960,3.255656957626342,2.986092805862426,5.3872528076171875,0.115400783717632,0.627938795388554,19007.824001584933,18294.631291753263,6.716399192810059,M2,89.12896,1.0,0.061434559524059004,2.077340841293335,2.01573896408081
690,22080,90439680,3.762115716934204,3.473793268203735,5.762462615966797,0.11736488342285101,0.618792730614385,15060.51409720782,18237.871470852057,6.716399192810059,M2,90.43968,1.0,0.07446373999118801,2.077337265014648,1.994303464889526
700,22400,91750400,3.372758150100708,3.099735498428344,5.456456184387207,0.11730099469423201,0.6096174722674951,19049.90367679484,18248.984210134695,6.716399192810059,M2,91.7504,1.0,0.05605162680149001,2.077360868453979,1.9984967708587642
710,22720,93061120,4.215227603912353,3.905847787857055,6.183608055114746,0.11859752982854802,0.6004169140524871,18558.789910169475,18253.275839582144,6.716399192810059,M2,93.06112,1.0,0.078203298151493,2.077261209487915,1.993737578392028
720,23040,94371840,3.728490114212036,3.437105655670166,5.8237104415893555,0.11625468730926501,0.591194960410469,19050.583937871776,18263.892275033282,6.716399192810059,M2,94.37184,1.0,0.06221633404493301,2.077401161193847,1.991436958312988
730,23360,95682560,4.43359375,4.112571716308594,6.416502952575684,0.11750145256519301,0.5819555248621261,19050.672516105205,18274.23081900341,6.716399192810059,M2,95.68256,1.0,0.052657213062047,2.077456474304199,1.9674570560455322
740,23680,96993280,3.6494405269622803,3.358399391174316,5.816856384277344,0.11901415884494701,0.572702528346939,19020.89310701034,18283.929912368738,6.716399192810059,M2,96.99328,1.0,0.058063037693500005,2.077405929565429,1.984421968460083
750,24000,98304000,4.356339931488037,4.0355224609375,6.412378787994385,0.118624843657016,0.563439897559261,19046.74251404988,18293.698626596157,6.716399192810059,M2,98.304,1.0,0.069543704390525,2.077481508255005,1.982369899749755
760,24320,99614720,3.35298752784729,3.078238725662231,5.490969657897949,0.11802639067173001,0.5541715632819371,18548.219106831413,18297.002222089905,6.716399192810059,M2,99.61472,1.0,0.08511776477098401,2.077325582504272,1.999767303466796
770,24640,100925440,4.014775276184082,3.704513311386108,6.201291084289551,0.11871907114982601,0.5449014587182051,14856.34322303224,18242.134788950305,6.716399192810059,M2,100.92544,1.0,0.030150050297379,2.077483415603637,1.9736740589141841
780,24960,102236160,3.921154499053955,3.615840911865234,6.102320194244385,0.11893226206302601,0.5356335178225561,19008.324514659205,18251.56666386598,6.716399192810059,M2,102.23616,1.0,0.060309186577796006,2.077466249465942,1.9769506454467771
790,25280,103546880,3.877960443496704,3.578875064849853,5.977786540985107,0.11792488396167701,0.52637167363129,18916.89769957134,18259.69598572092,6.716399192810059,M2,103.54688,1.0,0.033999525010585,2.077358245849609,1.962868452072143
800,25600,104857600,4.447003364562988,4.123019695281982,6.475750923156738,0.11614049226045602,0.5171198565934451,18953.454792903136,18268.054371928793,6.716399192810059,M2,104.8576,1.0,0.094811715185642,2.077502965927124,1.9630717039108272
810,25920,106168320,3.951077699661255,3.644678592681884,6.124037742614746,0.11860521882772401,0.5078819929028351,18633.027356119477,18272.473021978407,6.716399192810059,M2,106.16832,1.0,0.078933335840702,2.077406644821167,1.97199535369873
820,26240,107479040,3.813226699829101,3.515797615051269,5.944638252258301,0.11880603432655301,0.49866200283189505,18994.146655723824,18280.943458747046,6.716399192810059,M2,107.47904,1.0,0.039469238370656,2.077337503433227,1.973307013511657
830,26560,108789760,4.038223743438721,3.728040695190429,6.199748516082764,0.11836140602827001,0.48946379906803006,19132.06454428083,18290.746997333958,6.716399192810059,M2,108.78976,1.0,0.06998322904109901,2.077385663986206,1.9485025405883791
840,26880,110100480,3.921255111694336,3.616033554077148,6.100522041320801,0.117612935602664,0.480291285053187,19048.23820200508,18299.410242173137,6.716399192810059,M2,110.10048,1.0,0.045493528246879,2.077359914779663,1.953818678855896
850,27200,111411200,3.687040090560913,3.394678592681884,5.843308448791504,0.11806667596101701,0.47114835332735805,15019.626882989278,18252.519198171984,6.716399192810059,M2,111.4112,1.0,0.057900954037904004,2.077398061752319,1.962192416191101
860,27520,112721920,3.4635813236236572,3.178465843200683,5.698389053344727,0.11754997074604001,0.46203888387669406,18480.60188567016,18255.138966589922,6.716399192810059,M2,112.72192,1.0,0.035157371312379004,2.077385663986206,1.959353685379028
870,27840,114032640,4.112708568572998,3.800898790359497,6.23227596282959,0.11543176323175401,0.45296674248696406,18909.59009858159,18262.403936172443,6.716399192810059,M2,114.03264,1.0,0.096480280160903,2.077507734298706,1.957561254501342
880,28160,115343360,3.294575929641723,3.016521453857422,5.55716609954834,0.117404870688915,0.443935779103022,19047.576479219806,18270.962563849153,6.716399192810059,M2,115.34336,1.0,0.06015742942690801,2.077367067337036,1.9605611562728882
890,28480,116654080,3.98344087600708,3.682277202606201,6.019379138946533,0.11880453675985302,0.43494982619501504,19081.683596923576,18279.68893226558,6.716399192810059,M2,116.65408,1.0,0.031704604625701,2.077416181564331,1.944450616836547
900,28800,117964800,3.704642295837402,3.410341024398803,5.882150650024414,0.117744043469429,0.42601269713199,19120.50539286403,18288.62487507248,6.716399192810059,M2,117.9648,1.0,0.079914666712284,2.077514410018921,1.938683867454528
910,29120,119275520,3.480944395065307,3.19553542137146,5.704256057739258,0.11866802722215601,0.41712818456362005,18593.49162234238,18291.92072192222,6.716399192810059,M2,119.27552,1.0,0.054968610405921006,2.077468395233154,1.961535811424255
920,29440,120586240,3.814925193786621,3.518174171447754,5.931115627288818,0.11647137254476501,0.408300058810713,14987.721567872932,18248.192418926872,6.716399192810059,M2,120.58624,1.0,0.040926121175289,2.077491044998169,1.950381636619567
930,29760,121896960,3.487781047821045,3.204132080078125,5.669099807739258,0.11720517277717502,0.39953206626520604,18959.503599646334,18255.556945122593,6.716399192810059,M2,121.89696,1.0,0.08743593096733,2.0775198936462402,1.941551566123962
940,30080,123207680,3.620421886444092,3.327471494674682,5.855137348175049,0.11797468364238702,0.390827927800301,18961.423038369878,18262.789481929496,6.716399192810059,M2,123.20768,1.0,0.08203949779272,2.077475309371948,1.9366962909698482
950,30400,124518400,4.073083400726318,3.768537998199463,6.087078094482422,0.11645165085792501,0.38219133719144605,19016.122427010323,18270.40833580759,6.716399192810059,M2,124.5184,1.0,0.06351350992918,2.077435731887817,1.911012649536132
