variant,norm_macro_chrfpp_mean,norm_macro_chrfpp_std,norm_worst_dialect_chrfpp_mean,norm_worst_dialect_chrfpp_std,replay_degradation_percent_mean,replay_degradation_percent_std,id_accuracy_mean,id_accuracy_std,id_regional_macro_f1_mean,id_regional_macro_f1_std,id_ece_15_mean,id_ece_15_std
M0,41.15124266666667,0.10289567121280555,32.275555,0.4191157742951208,1.081288,0.09465658238601267,0.8453149999999999,0.0038099158783364445,0.7591706666666665,0.006731655541791566,0.097094,0.01384859718527476
M1,42.014263666666665,0.24202625358488264,31.614632666666665,0.16674300994744412,1.8993523333333335,0.19459159351147035,0.8495473333333333,0.0038635341765452832,0.764482,0.005075014384216086,0.11445066666666666,0.007271004767797463
M2,41.95094133333333,0.1973427852502684,31.849580666666665,0.437364473075185,0.9789563333333332,0.1803947001143141,0.8472686666666668,0.006054460531982425,0.7594416666666666,0.008734415912545798,0.110487,0.013488545622119527
M3,40.17536666666667,0.44586455440226597,31.49651233333333,0.9861061824136054,1.263695,0.17497206066398135,0.8408543333333333,0.004528571555505497,0.7510096666666666,0.00386370668313908,0.10244666666666667,0.007462766265489851
