candidate_id,mean_bpc,std_bpc,mean_worst_dialect_bpc,tokens_per_character,mean_tokens_per_second,selected
byte_bpe_balanced_16k,3.380726296487405,0.0112921320639828,3.593360006170227,0.6859021884185645,153303.58099052066,False
unigram_balanced_32k,2.7481992502098174,0.0113729548955853,2.951750304483038,0.2383245092993978,72810.75579230752,False
wordpiece_balanced_32k,2.667543594117868,0.0022510410677796,2.889847523906728,0.2268343669228107,71745.5200152402,False
wordpiece_natural_32k,2.6599989051736768,0.0088305202424634,2.8752948773329656,0.2244997048963939,74345.49137851014,True
